property_describe|price|area|room|bath|garage|address
Vende excelente apartamento em Lagoa Nova próximo ao colégio CEI, imóvel novo nunca habitado com 136 metros de área privada, três suítes, sala ampla para dois ou três ambientes, va...|R$ 880.000|136 m²|3|5|1|Rua Antídio de Azevedo, Lagoa Nova
"Andar mediano, 2 suítes, salas de estar e jantar, varanda e cozinha.
2 vagas de garagem cobertas
Área privativa (m²): 146,00"|R$ 720.000|146 m²|2|2|2|Lagoa Nova, Natal
Excelente Apartamento Cond. Monte Carlo com três quartos, sendo um suíte e um com armário planejado, duas salas, cozinha, banheiro social e área de serviço. Localizado na Cidade da...|R$ 165.000|84 m²|3|2|1 - 3|Cidade da Esperança, Natal
Disponível para venda 🔑 Condomínio Residencial Califórnia - Lagoa Nova 📍 Apartamento dispõe de: 2 quartos sendo 1 suíte 2 banheiros Sala com 2 ambientes Gás encanado Cozinha Ha...|R$ 220.000|59 m²|2|2|1 - 4|Rua Sérgio Severo, Lagoa Nova
O apartamento no bairro Ponta Negra com 96 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros. Possui área de fitness, espaço gourmet, jardim, parquinho com diferentes brin...|R$ 350.000|96 m²|3|3|1 - 3|Rua da Lagosta, Ponta Negra
Oportunidade no Palazzo Dão Silveira - empreendimento na localização mais privilegiada de Campina Grande. Um dos bairros mais badalados da cidade, o São José tem uma forte infraes...|R$ 957.500|225 m²|2 - 4||1|Rua Lino Gomes da Silva, Sao Jose
O Vivant foi pensado para oferecer o máximo em qualidade de vida e bem-estar aos moradores. A localização privilegiada é um capítulo a parte! Circundado por shoppings, hotéis, hip...|R$ 433.000|282 m²|3 - 4||2|Rua Antônio de Souza Lopes, Catole
A estrutura completa de segurança e lazer foi pensada para proporcionar aos moradores diversão, conforto, comodidade e tranquilidade, e faz do Austro França um lugar especial de se...|R$ 439.270|135 m²|2 - 3||1|Rua Cônego Pequeno, Bela Vista
02 suítes com vista mar, sala para 02 ambientes, varanda com vista mar, cozinha, vaga de garagem coberta. COMPRA – VENDA – ALUGUEL –- AVALIAÇÃO - SERVIÇOS DE DESPACHANTE CORRETO...|R$ 280.000|48 m²|2|2|2|Avenida Governador Sílvio Pedroza, Areia Preta
Já imaginou morar em Lagoa Nova, próximo à Prudente de Morais, ao Restaurante Mangai, Padaria Mercatto, Colégio CEI, Nordestão, Shopping Midway... Em um condomínio de torre única p...|R$ 730.000|119 m²|3|4|2|Lagoa Nova, Natal
Condomínio Integração, localizado no bairro de Candelária CARACTERÍSTICAS: - 2 Quartos sendo 1 suíte - medindo 82m² de área privativa - Lado do nascente/Sombra; - 1 Vaga de ga...|R$ 168.000|82 m²|3|2|1|Candelária, Natal
Sala ampla com 02 ambientes; Cozinha independente; Área de serviço; Dependência de completa; Suíte Master com 2 closets e 2 banheiros; Suíte visita; Lavabo; 2 vagas de garagem livr...|R$ 890.000|119 m²|2|4|2|Rua Monsenhor Honório, Tirol
Sou um apartamento localizado no L'Acqua Condominium Club em frente ao Atacadão da BR. Meu dono está me vendendo por apenas R$ 398 mil. Estou no 2º andar e tenho 92m2. Estou pronto...|R$ 398.000|92 m²|3|3|2|Rua Lúcia Viveiros, Neópolis
Otimo apartamento no bairro Ponta Negra com 59 metros quadrados com 2 quartos sendo 1 suite, 2 banheiros com moveis projetados e linda vista mar. Possui espaço gourmet, playground,...|R$ 259.000|59 m²|2|2|1|Ponta Negra, Natal
O apartamento está localizado no bairro Ponta Negra tem 114 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros, lazer completo: Piscina adulto e infantil, quadra poliesport...|R$ 550.000|114 m²|3|3|1|Avenida Praia de Genipabu, Ponta Negra
Condomínio Royal Palms ( Capim Macio ). Seu conforto a um passo da natureza, no bairro Capim Macio em Natal. Apartamento alto padrão com vista para o verde, sua melhor escolha! Apa...|R$ 870.000|141 m²|3|4|1|Rua Alexandre Câmara, Capim Macio
Apartamento em Petrópolis com 02 quartos, 01 suíte, 01sala, 02 banheiros e 01 vaga de garagem coberta.|R$ 250.000|60 m²|2|2|2|Petrópolis, Natal
AGENDAMENTOS E INFORMAÇÕES PELO CONTATO. 84.99609.2121 FALAR COM SHEILA CAVALCANTI . O apartamento no bairro Neópolis com 64 metros quadrados com 2 quartos sendo 1 suite e 2 banhe...|R$ 320.000|67 m²|2|2|1|Rua Lúcia Viveiros, Candelária
Excelente Apartamento no jardim Botânico, Neópolis; 81m2; Térreo; Lado da sombra; 3 quartos; 2 banheiros; Sala estar; Sala jantar; Hall; Cozinha; Área de Serviço; 1 Vaga de garagem...|R$ 180.000|81 m²|3|2|1|Neópolis, Natal
03- suítes sendo a principal master, sala para 03- ambientes, lavabo, cozinha, área de serviço e dependência completa. COMPRA – VENDA – ALUGUEL –- AVALIAÇÃO - SERVIÇOS DE DESPACH...|R$ 650.000|119 m²|3|5|2|Rua Monsenhor Honório, Tirol
More no condomínio organizado e bem localizado Central Park! vizinho ao novo Mineirão onde era o antigo Makro., Esse apartamento com dois quartos sendo 01 suíte, e para você que pr...|R$ 320.000|64 m²|2|2|1|Rua Lúcia Viveiros, Neópolis
"Vendo ou alugo, lindo apartamento todo mobiliado em Ponta Negra com vista para o mar.
Condomínio Duna Barcanne -"|R$ 420.000|57 m²|2|2|1|Ponta Negra, Natal
Oportunidade! Maravilhoso apartamento para você que busca conforto, sofisticação, exclusividade, segurança e qualidade de vida para desfrutar cada momento com sua família na melhor...|R$ 844.990|142 m²|3|5|1|Avenida Amintas Barros, Lagoa Nova
Excelente apartamento com 55m², 2/4 sendo uma suíte, sala, cozinha e ampla área de lazer. O Ecogarden Ponta Negra está localizado em uma das melhores áreas da cidade com fácil aces...|R$ 240.000|56 m²|2|2|2|Ponta Negra, Natal
Belíssimo apartamento na Amintas Barros, bem conservado com móveis planejados em todos os ambientes, janela de vidro na varanda para proteção contra chuva, todas as janelas com tel...|R$ 277.000|62 m²|2|2|1|Lagoa Nova, Natal
Excelente localização,com sala para 2 ambientes, 2 quartos sendo 1 suite, 1 suítes, escritório, 1 wc social, cozinha, área de serviço, 1 garagem, lado da sombra, guarita, 1 elevado...|R$ 260.000|82 m²|2|2|1|Barro Vermelho, Natal
Residencial Diego Velázquez Excelente Localização em Lagoa Nova, perto do Arena das Dunas Vista Panorâmica da Cidade O APARTAMENTO: - 126,45 mt2 de área Construída - 3 Suítes - Su...|R$ 840.000|127 m²|3|4|1 - 4|Lagoa Nova, Natal
Apartamento com 02 dormitórios, sendo 01 suíte, sala, varanda, 02 banheiros e 01 vaga de garagem descoberta.|R$ 250.000|64 m²|2|2|2|Lagoa Nova, Natal
Apartamento em Neópolis/RN de 74m². 2 quartos CÓDIGO DO IMÓVEL: AP1774860 Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as informações...|R$ 145.000|65 m²|2|2|1|Avenida Ayrton Senna, Neópolis
Apartamentos com 81 a 233 m2, situados em um complexo imobiliário com empresarial, hotel, flat, open mall e duas torres residenciais. Posicionado entre o Mirante e o Catolé, próxi...|R$ 533.614|233 m²|3 - 6||1|Rua José Bernardino, Vila Cabral
Apartamento com 3 dormitórios, sendo 1 suíte, sala, varanda, 2 banheiros e 2 vagas de garagem coberta.|R$ 199.900|83 m²|3|2|1|Lagoa Nova, Natal
Vende-se excelente apartamento localizado no bairro de Lagoa Nova, super bem localizado na nascimento de castro, vizinho a UNP, 20min caminhando pro Shopping Midway Mall, imóvel co...|R$ 275.000|60 m²|2|2|1|Avenida Nascimento de Castro, Lagoa Nova
-|R$ 165.000|65 m²|2|2|1|Ponta Negra, Natal
Apartamento com vista para a Praia de Ponta Negra.|R$ 276.406|64 m²|2|2|2|Ponta Negra, Natal
Disponível para venda 🔑 Apartamento no condomínio Residence Saint Paul - Lagoa Nova 📍 2 quartos sendo 1 suíte 60m2 Varanda 1 vaga de garagem coberta Móveis projetados Condomín...|R$ 205.000|60 m²|2|2|2|Avenida Antônio Basílio, Lagoa Nova
Informações e visitas sem compromisso pelo Tel/Whats Para você que busca um apartamento 2 quartos bem localizado e sem abrir mão do lazer, conheça esta bela residencia no Rodolfo...|R$ 299.999|56 m²|2|2|1|Rua Presbítero Porfírio Gomes da Silva, Capim Macio
Excelente localização,varanda,Sala para 2 ambientes,3 quartos sendo 1 suite,wc social, cozinha, bancadas granito, área de serviço, wc empregada, 2 garagem, lado da sombra, guarita,...|R$ 350.000|77 m²|3|3|2|Candelária, Natal
APARTAMENTO 4 QUARTOS NO BAIRRO DE CAPIM MACIO -120M² Apartamento 4 Quartos, sendo 2 suítes, sala estar/Jantar, varanda gourmet com churrasqueira, cozinha, área de serviço, depend...|R$ 750.000|120 m²|4|4|1|Rua Ismael Pereira da Silva, Capim Macio
Venha morar na melhor localização de Candelária. Que tal alugar esse lindo apartamento a 3 minutos do NATAL SHOPPING e próximo de tudo que você precisa? Veja o que o mesmo possui...|R$ 250.000|91 m²|3|2|1|Candelária, Natal
Venha morar na melhor localização de Lagoa Nova! Condomínio com apenas 02 torres, o que garante maior privacidade! Garanta o bem estar de sua família numa área de lazer interna e...|R$ 720.000|119 m²|4|4|3|Rua Morais Navarro, Lagoa Nova
Apartamento em Ponta Negra. Imóvel está com teto rebaixado no gesso, móveis projetados em todos os ambientes, a dependência foi transformado em uma despensa com granito (podendo re...|R$ 190.000|74 m²|2|2|1|Ponta Negra, Natal
O apartamento no bairro Lagoa Nova com 60 metros quadrados com 1 quarto e 1 banheiro|R$ 150.000|60 m²|1|1|1|Rua Contador Manoel Raimundo de Aguiar, Lagoa Nova
APARTAMENTO SOLAR ALTA VISTA – 156- CAPIM MACIO Na melhor localização do bairro Capim Macio, com a belíssima vista do parque das dunas e o mar de Ponta Negra, por trás do Supermer...|R$ 1.350.000|99 m²|4|4|2|Avenida Engenheiro Roberto Freire, Ponta Negra
RIVIERA O Empreendimento O Riviera Ponta Negra traz para Natal um novo conceito em moradia. Complexo multiuso composto de 02 torres, uma residencial com serviços tipo flat com 1...|R$ 580.000|55 m²|2|2|1|Rua Praia Farol da Barra, Ponta Negra
Apartamento em Planalto/RN de 56m². 2 quartos CÓDIGO DO IMÓVEL: AP1793730 Entre em contato preenchendo o formulário e informe sempre um telefone para receber todas as informações...|R$ 115.000|56 m²|2|1|1|Rua Santa Quitéria, Planalto
Apartamento à venda com 124,29 m² de área privativa, com 03 quartos, sendo 03 suíte(s), salas amplas de estar e jantar, varanda no conceito gourmet, cozinha planejada, dependência...|R$ 825.000|124 m²|3|4|1|Lagoa Nova, Natal
O apartamento está localizado no bairro Lagoa Nova possui 55 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui área de fitness, espaço gourmet, salão para festas e...|R$ 270.000|55 m²|2|2|2|Avenida Lima e Silva, Lagoa Nova
Para você que busca conforto e comodidade para viver ou uma ótima oportunidade de investimento com faturamento os 12 meses do ano, esta é a sua oportunidade! Lindo apartamento refo...|R$ 380.000|54 m²|2|2|3|Rua Miguel Godeiro Primo, Ponta Negra
Excelente apartamento,semi-mobiliado,salas 2 ambientes, varanda, 2 quartos sendo 1 suítes, wc social, cozinha com armários, área de serviço, 1 vaga de garagem, guarita, elevador De...|R$ 170.000|60 m²|2|2|1|Planalto, Natal
OBS: Já possui 30 mil de moveis planejados. O apartamento de 89,80 metros quadrados está localizado no bairro Tirol com 3 quartos sendo 1 suíte e 2 banheiros. Fica próximo a trans...|R$ 530.000|90 m²|3|3|2|Rua Doutor João Chaves, Tirol
excelente apartamento no ultimo andar localizada em lagoa nova próximo da UNP, com 240 metros , 3/4 sendo 2 suítes , 1 wc social , área de serviços ,varanda , lavabo , dependência...|R$ 500.000|240 m²|3|4|1|Lagoa Nova, Natal
Oportunidade de Negócio em Ponta negra no condomínio Spazzio Ponta negra Apartamento com 60,00m², 02 quartos, sendo 01 suíte, varanda, sala de estar, WC social, cozinha americana,...|R$ 270.000|61 m²|2|2|1|Rua Alfredo Dias de Figueiredo, Ponta Negra
Edifício Itália no Tirol Nas Proximidades do 16º batalhão O APARTAMENTO: - 119m² de área - 03 quartos sendo 01 suíte - BWC da suíte e BWC social - Sala de estar e jantar :6,10m x...|R$ 290.000|119 m²|3|2|1|Tirol, Natal
Apartamento com 02 dormitórios, sendo 01 suíte, sala, varanda, 02 banheiros e 01 vaga de garagem descoberta.|R$ 250.000|64 m²|2|2|2|Lagoa Nova, Natal
O apartamento no bairro Candelária possui 57 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui espaço gourmet, área de recreação infantil, salão para festas e event...|R$ 280.000|57 m²|2|2|3|Rua Lafayete Lamartine, Candelária
Excelente Apartamento no Ed. Parque Lagoa Nova.|R$ 160.000|93 m²|3|3|1|Lagoa Nova, Natal
Vendo deslumbrante apartamento no Condomínio Antônio Alves Pereira, ao lado do Arena das Dunas, todo projetado (inclusive cortinas), climatizado (com equipamentos de ponta, Daikin...|R$ 860.000|102 m²|3|3|2|Avenida Coronel Norton Chaves, Lagoa Nova
Excelente apartamento em Lagoa Nova, com 3 dormitorios, sendo uma suíte, sala para dois ambientes, varanda, banheiro social, cozinha, dependência, área de serviço e três vagas de g...|R$ 380.000|82 m²|3|2|4|Rua dos Tororós, Lagoa Nova
-|R$ 155.000|56 m²|2|2|2|Pitimbu, Natal
Condomínio Vita Residencial Club. Apartamento muito bem aproveitado no bairro Pitimbú / Satélite. Localização Privilegiada de Natal. CARACTERÍSTICAS DO IMÓVEL: 89m2 16º Andar 2...|R$ 355.000|89 m²|3|3|2|Avenida dos Caiapós, Pitimbu
APARTAMENTO SOLAR ALTA VISTA CAPIM MACIO – 196 M². Apartamento 196m², 3 suítes, sendo a principal master com closet, home office, varanda, lavabo, sala para 3 ambientes, cozinha,...|R$ 1.399.000|196 m²|3|5|2|Rua Ismael Pereira da Silva, Capim Macio
Um belo apartamento na Praia do Meio, com 85m², 2 quartos sendo 1 suíte, todos os ambientes com armários projetados, sala com painel, ar condicionado nos dois quartos, suíte com cl...|R$ 165.000|85 m²|2|2|2|Praia do Meio, Natal
Este imóvel está belíssimo , composto por apenas uma única torre , excelente acabamento interno e externo , com todos os cômodos projetados, além de obter também eletroeletrônicos,...|R$ 690.000|117 m²|3|4|2|Rua Doutor Rômulo Jorge, Lagoa Nova
Apartamento a venda no condomínio SUN RIVER, na Rua Teotônio Freire, 75, Ribeira. 75m2, 03 quartos (1 suíte), 02 wc, sala pra dois ambientes, varanda, cozinha, área de serviço e 02...|R$ 290.000|75 m²|3|2|1|Rua Teotônio Freire, Ribeira
Vendo apartamento 2 quartos em candelária, sendo uma suíte, sala para dois ambientes, varanda integrada, projetados nos quartos e cozinha. Área de lazer com piscina, churrasqueira...|R$ 240.000|56 m²|2|2|1|Candelária, Natal
Apartamento com 96 metros², mais uma varanda privativa de 57m², 3/4 sendo uma suíte com armário, todos mobiliados, com cortina e aparelhos de ar condicionados modelo split em todos...|R$ 360.000|96 m²|3|2|1|Barro Vermelho, Natal
Apto à venda no Residencial Poeta. Próximo ao Ô Bar Restaurante; Rastapé Casa de Forró; Ligzarb Supermercado. AMBIENTES: 66 m² com 2 quartos sendo 1 suíte; Sala para dois ambiente...|R$ 380.000|66 m²|2|2|1|Rua Poeta Jorge Fernandes, Ponta Negra
Apartamento com 1 suíte, sala, varanda, 2 banheiros e 1 vaga de garagem.|R$ 195.000|76 m²|1|2|2|Capim Macio, Natal
O apartamento no bairro Tirol tem 56 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui espaço para festas. Vai lhe possibilitar curtir os dias mais quentes na pisci...|R$ 310.000|56 m²|2|2|2|Rua Dom José Tomaz, Tirol
Apartamento com 2 quartos, suite, varanda, 1 vagas de garagem, elevador, segurança 24 horas, piscina, salão para festas, academia e muito mais.|R$ 187.000|53 m²|2|2|1|Zona Norte, Natal
Excelente Apartamento no Condomínio Roberto Chaves Localizado na Rua Militão Chaves no alto da candelária próximo da UFRN ,Natal Shopping, Arena das Dunas, padarias, Farmácias, Sup...|R$ 180.000|75 m²|3|2|2|Candelária, Natal
Apartamento à venda com 136,00 m² de área privativa, 03 suítes, salas amplas para dois ambientes, varanda com churrasqueira, cozinha planejada, piso porcelanato, dependência comple...|R$ 850.000|136 m²|3|5|1|Rua General Oliveira Galvão, Tirol
O apartamento no bairro Ponta Negra possui 54m² com 2 quartos sendo 1 suite, 2, banheiros, sala para 2 ambientes, cozinha com projetados, 1 vaga de garagem Possui academia, parquin...|R$ 240.000|54 m²|2|2|2|Avenida Deputado Antônio Florêncio de Queiroz, Ponta Negra
Excelente imóvel disponível ! Apartamento em Lagoa Nova, próximo ao Arena das Dunas, UFRN e Hospital do Coração, localização de fácil acesso, lugar tranquilo e aconchegante. O ap...|R$ 190.000|85 m²|2|2|1|Lagoa Nova, Natal
O apartamento no bairro Tirol com 55 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, espaço gourmet, espaço para festas. Vai lhe possibilitar curtir os...|R$ 320.000|55 m²|2|2|3|Rua Jundiaí, Tirol
Residencial Reference - 3 suítes - 1 dependência + banheiro - 130 metros - varanda gourmet com churrasqueira - Todos os móveis projetados fica - Tem escritura - 2 vagas de g...|R$ 1.000.000|130 m²|3|4|2|Avenida Lima e Silva, Lagoa Nova
AGENDAMENTOS BE INFORMAÇÕES PELO CONTARO : 84.99609.2121 SHEILA CAVALCANTI . O apartamento está localizado no bairro Tirol possui 57 metros quadrados com 2 quartos sendo 1 suite...|R$ 360.000|57 m²|2|2|2|Rua Jundiaí, Tirol
